TYPE,CODE,CODE_CPT,gwl,a
CPT,136005,,,
CPT,136006,,,
CPT,136011,,,
CPT,136014,,,
CPT,136016,,,
CPT,136017,,,
CPT,136018,,,
CPT,136019,,,
CPT,136025,,,
CPT,136026,,,
CPT,136027,,,
CPT,136028,,,
CPT,136049,,,0.8
CPT,136051,,,0.8
CPT,136052,,,0.8
CPT,136054,,,0.8
CPT,136055,,,0.8
CPT,136057,,,0.8
CPT,136063,,,
CPT,136064,,,
CPT,136079,,,
CPT,136092,,,0.805
CPT,136093,,,0.805
CPT,136094,,,0.805
CPT,136095,,,0.805
CPT,136096,,,
CPT,136119,,,0.75
CPT,136120,,,0.75
CPT,136121,,,0.75
CPT,136122,,,0.75
CPT,136123,,,0.75
CPT,136125,,,
CPT,136126,,,
CPT,136127,,,
CPT,136129,,,
CPT,136130,,,
CPT,136131,,,
CPT,136132,,,
CPT,136133,,,
CPT,136135,,,
CPT,136136,,,
CPT,136138,,,
CPT,136139,,,
CPT,136154,,,0.8
CPT,136155,,,0.8
CPT,136156,,,0.8
CPT,136157,,,0.8
CPT,136161,,,
CPT,136179,,,
CPT,136217,,,
CPT,136218,,,
CPT,136219,,,
CPT,136220,,,0.8
CPT,136221,,,0.8
CPT,136222,,,
CPT,136223,,,0.8
CPT,136224,,,0.8
CPT,136230,,,
CPT,136231,,,
CPT,136312,,,
CPT,136313,,,
CPT,136315,,,
CPT,136316,,,
CPT,136320,,,
CPT,136321,,,
CPT,136383,,,0.8
CPT,136385,,,0.8
CPT,136386,,,0.8
CPT,136387,,,0.8
CPT,136390,,,0.8
CPT,136391,,,0.8
CPT,136392,,,0.8
CPT,136446,,,
CPT,136447,,,
CPT,136448,,,
CPT,136451,,,
CPT,136452,,,
CPT,136508,,,0.81
CPT,136509,,,0.81
CPT,136510,,,0.81
CPT,136512,,,0.81
CPT,136545,,,
CPT,136546,,,
CPT,136611,,,0.81
CPT,136616,,,0.81
CPT,136662,,,
CPT,136663,,,
CPT,136664,,,
CPT,136665,,,
CPT,136666,,,
CPT,136667,,,
CPT,136668,,,
CPT,136669,,,
CPT,136670,,,
CPT,136788,,,
CPT,136789,,,
CPT,136797,,,
CPT,136801,,,
CPT,136802,,,
CPT,136804,,,
CPT,136805,,,
CPT,136933,,,0.79
CPT,136934,,,0.79
CPT,136953,,,
CPT,136955,,,
CPT,137014,,,0.79
CPT,137015,,,0.79
CPT,137016,,,0.79
CPT,137017,,,0.79
CPT,137078,,,
CPT,137117,,,
CPT,137285,,,
CPT,137287,,,
CPT,137289,,,
CPT,137311,,,
CPT,137315,,,
CPT,137317,,,
CPT,137528,,,
CPT,137529,,,
CPT,137530,,,
CPT,137641,,,
CPT,137642,,,
CPT,137643,,,
CPT,137644,,,
CPT,137645,,,
CPT,137646,,,
CPT,137647,,,
CPT,137648,,,
CPT,137654,,,
CPT,137660,,,
CPT,137662,,,
CPT,137665,,,
CPT,137827,,,
CPT,137863,,,0.8
CPT,137864,,,0.8
CPT,137865,,,0.8
CPT,137866,,,0.8
CPT,137886,,,0.8
CPT,137887,,,0.8
CPT,137888,,,0.8
CPT,137889,,,0.8
CPT,137890,,,0.8
CPT,137891,,,0.8
CPT,137892,,,0.8
CPT,137893,,,0.8
CPT,137894,,,0.8
CPT,137895,,,0.8
CPT,137896,,,0.8
CPT,137897,,,0.8
CPT,137898,,,0.8
CPT,137899,,,0.8
CPT,137900,,,0.8
CPT,137901,,,0.8
CPT,137902,,,0.8
CPT,137903,,,0.8
CPT,137904,,,0.8
CPT,137905,,,0.8
CPT,137906,,,0.8
CPT,137907,,,0.8
CPT,137908,,,0.8
CPT,137909,,,0.8
CPT,137910,,,0.8
CPT,137911,,,0.8
CPT,137912,,,0.8
CPT,137913,,,0.8
CPT,137914,,,0.8
CPT,137915,,,0.8
CPT,137916,,,0.8
CPT,137923,,,0.85
CPT,137924,,,0.85
CPT,137927,,,0.85
CPT,137928,,,0.85
CPT,138174,,,
CPT,138176,,,
CPT,138206,,,
CPT,138341,,,0.81
CPT,138342,,,0.81
CPT,138346,,,0.81
CPT,138347,,,0.81
CPT,138348,,,0.81
CPT,138366,,,
CPT,138384,,,
CPT,138385,,,
CPT,138386,,,
CPT,138387,,,
CPT,138388,,,
CPT,138874,,,
CPT,138875,,,
CPT,138876,,,
CPT,138877,,,
CPT,138878,,,
CPT,138879,,,
CPT,138880,,,
CPT,138881,,,
CPT,138948,,,
CPT,138950,,,
CPT,138993,,,0.8
CPT,138995,,,0.8
CPT,139003,,,0.8
CPT,139004,,,0.8
CPT,139028,,,0.805
CPT,139029,,,0.805
CPT,139030,,,0.805
CPT,139031,,,0.805
CPT,139032,,,0.85
CPT,139033,,,0.85
CPT,139034,,,0.85
CPT,139035,,,0.85
CPT,139036,,,0.85
CPT,139037,,,0.85
CPT,139038,,,0.85
CPT,139039,,,0.85
CPT,139040,,,0.85
CPT,139041,,,0.85
CPT,139042,,,0.85
CPT,139159,,,
CPT,139162,,,
CPT,139163,,,
CPT,139164,,,
CPT,139165,,,
CPT,139176,,,0.8
CPT,139178,,,0.8
CPT,139180,,,0.8
CPT,139198,,,0.8
CPT,139199,,,0.8
CPT,139200,,,0.8
CPT,139201,,,0.8
CPT,139202,,,0.8
CPT,139203,,,0.8
CPT,139204,,,0.8
CPT,139205,,,0.8
CPT,139214,,,
CPT,139215,,,
CPT,139216,,,
CPT,139217,,,
CPT,139218,,,
CPT,139219,,,
CPT,139220,,,
CPT,139228,,,
CPT,139229,,,
CPT,139230,,,
CPT,139254,,,0.8
CPT,139255,,,0.8
CPT,139256,,,0.8
CPT,139257,,,0.8
CPT,139259,,,0.85
CPT,139260,,,0.85
CPT,139265,,,
CPT,139266,,,
CPT,139267,,,
CPT,139269,,,
CPT,139271,,,0.8
CPT,139273,,,0.8
CPT,139274,,,0.8
CPT,139276,,,0.8
CPT,139277,,,0.8
CPT,139278,,,0.8
CPT,139279,,,0.8
CPT,139280,,,0.8
CPT,139281,,,0.8
CPT,139282,,,0.8
CPT,139283,,,0.8
CPT,139284,,,0.8
CPT,139285,,,0.8
CPT,139289,,,
CPT,139290,,,
CPT,139292,,,
CPT,139320,,,0.8
CPT,139368,,,0.8
CPT,139369,,,0.8
CPT,139374,,,0.8
CPT,139376,,,0.8
CPT,139380,,,0.8
CPT,139388,,,0.8
CPT,139393,,,0.8
CPT,139394,,,0.8
CPT,139396,,,0.8
CPT,139397,,,0.8
CPT,139398,,,0.8
CPT,139399,,,0.8
CPT,139401,,,0.8
CPT,139481,,,0.8
CPT,139482,,,0.8
CPT,139535,,,0.8
CPT,139538,,,0.8
CPT,139556,,,0.8
CPT,139636,,,0.8
CPT,139654,,,
CPT,139710,,,
CPT,139711,,,
CPT,139714,,,
CPT,139716,,,
CPT,139721,,,
CPT,139722,,,
CPT,139726,,,
CPT,139732,,,
CPT,139784,,,
CPT,139786,,,
CPT,139787,,,
CPT,139850,,,0.8
CPT,139851,,,0.8
CPT,139853,,,0.8
CPT,139854,,,0.8
CPT,139857,,,0.8
CPT,139863,,,0.8
CPT,139869,,,0.8
CPT,139919,,,0.8
CPT,139920,,,0.8
CPT,139921,,,0.8
CPT,139922,,,0.8
CPT,139923,,,0.8
CPT,139924,,,0.8
CPT,139925,,,0.8
CPT,139926,,,0.8
CPT,139927,,,0.8
CPT,139933,,,0.8
CPT,139934,,,0.8
CPT,139935,,,0.8
CPT,139956,,,0.8
CPT,139967,,,0.8
CPT,139968,,,0.8
CPT,139969,,,0.8
CPT,140046,,,0.81
CPT,140047,,,0.81
CPT,140048,,,0.81
CPT,140049,,,0.81
CPT,140050,,,0.81
CPT,140052,,,
CPT,140053,,,
CPT,140059,,,0.85
CPT,140060,,,
CPT,140061,,,
CPT,140062,,,0.85
CPT,140063,,,0.85
CPT,140064,,,0.85
CPT,140185,,,
CPT,140186,,,
CPT,140187,,,
CPT,140188,,,
CPT,140195,,,
CPT,140196,,,
CPT,140197,,,
CPT,140198,,,
CPT,140199,,,
CPT,140208,,,0.8
CPT,140217,,,
CPT,140227,,,0.8
CPT,140228,,,0.8
CPT,140255,,,0.85
CPT,140258,,,0.85
CPT,140327,,,0.8
CPT,140328,,,0.8
CPT,140329,,,0.8
CPT,140330,,,0.8
CPT,140331,,,0.8
CPT,140332,,,0.8
CPT,140337,,,0.85
CPT,140338,,,0.85
CPT,140339,,,0.85
CPT,140340,,,
CPT,140341,,,
CPT,140395,,,0.8
CPT,140409,,,0.8
CPT,140410,,,0.8
CPT,140420,,,0.8
CPT,140479,,,0.8
CPT,140481,,,0.8
CPT,140482,,,0.8
CPT,140483,,,0.8
CPT,140500,,,
CPT,140502,,,
CPT,140504,,,
CPT,140510,,,
CPT,140512,,,
CPT,140514,,,
CPT,140515,,,
CPT,140516,,,
CPT,140526,,,
CPT,140541,,,
CPT,140557,,,
CPT,140558,,,
CPT,140559,,,
CPT,140560,,,
CPT,140561,,,
CPT,140562,,,
CPT,140563,,,
CPT,140564,,,
CPT,140565,,,
CPT,140589,,,
CPT,140590,,,0.81
CPT,140593,,,
CPT,140594,,,
CPT,140595,,,
CPT,140596,,,
CPT,140597,,,0.81
CPT,140598,,,0.81
CPT,140602,,,0.81
CPT,140611,,,0.81
CPT,140617,,,0.81
CPT,140619,,,0.81
CPT,140639,,,
CPT,140645,,,
CPT,140646,,,
CPT,140685,,,0.75
CPT,140686,,,0.75
CPT,140687,,,0.75
CPT,140688,,,0.75
CPT,140689,,,0.75
CPT,140690,,,0.75
CPT,140691,,,0.75
CPT,140692,,,
CPT,140693,,,
CPT,140694,,,
CPT,140695,,,
CPT,140696,,,
CPT,140697,,,
CPT,140698,,,
CPT,140699,,,
CPT,140700,,,
CPT,140701,,,
CPT,140702,,,
CPT,140703,,,
CPT,140947,,,0.85
CPT,140948,,,0.85
CPT,140949,,,0.85
CPT,140950,,,0.85
CPT,140951,,,0.85
CPT,140960,,,
CPT,140961,,,
CPT,140962,,,
CPT,140963,,,
CPT,140964,,,
CPT,140965,,,
CPT,140979,,,
CPT,140993,,,0.85
CPT,140994,,,0.85
CPT,141000,,,0.85
CPT,141002,,,
CPT,141018,,,
CPT,141019,,,
CPT,141020,,,
CPT,141021,,,
CPT,141039,,,
CPT,141040,,,
CPT,141042,,,
CPT,141043,,,
CPT,141068,,,0.8
CPT,141071,,,
CPT,141074,,,
CPT,141078,,,
CPT,141079,,,
CPT,141084,,,
CPT,141087,,,
CPT,141088,,,
CPT,141126,,,
CPT,141129,,,
CPT,141180,,,
CPT,141184,,,
CPT,141185,,,
CPT,141186,,,
CPT,141187,,,0.8
CPT,141188,,,0.8
CPT,141189,,,0.8
CPT,141190,,,0.8
CPT,141191,,,0.8
CPT,141192,,,0.805
CPT,141193,,,0.805
CPT,141194,,,0.805
CPT,141195,,,
CPT,141196,,,
CPT,141197,,,
CPT,141198,,,
CPT,141199,,,
CPT,141328,,,
CPT,141329,,,
CPT,141330,,,
CPT,141331,,,0.8
CPT,141332,,,0.8
CPT,141333,,,0.8
CPT,141334,,,0.8
CPT,141335,,,0.8
CPT,141369,,,
CPT,141462,,,0.85
CPT,141463,,,0.85
CPT,141464,,,0.85
CPT,141465,,,0.85
CPT,141466,,,0.85
CPT,141467,,,0.85
CPT,141468,,,0.85
CPT,141469,,,0.85
CPT,141470,,,0.85
CPT,141471,,,0.85
CPT,141472,,,0.85
CPT,141473,,,
CPT,141474,,,
CPT,141475,,,
CPT,141477,,,0.85
CPT,141483,,,0.85
CPT,141484,,,0.85
CPT,141486,,,0.85
CPT,141487,,,0.85
CPT,141489,,,0.85
CPT,141490,,,0.85
CPT,141492,,,0.85
CPT,141493,,,0.85
CPT,141495,,,0.85
CPT,141496,,,0.85
CPT,141497,,,0.85
CPT,141498,,,0.85
CPT,141500,,,0.85
CPT,141501,,,0.85
CPT,141502,,,0.85
CPT,141503,,,0.85
CPT,141504,,,0.85
CPT,141505,,,0.85
CPT,141506,,,0.85
CPT,141507,,,0.85
CPT,141508,,,0.85
CPT,141513,,,0.85
CPT,141515,,,0.85
CPT,141517,,,0.85
CPT,141547,,,0.85
CPT,141549,,,0.85
CPT,141552,,,0.85
CPT,141556,,,0.85
CPT,141557,,,0.85
CPT,141560,,,0.85
CPT,141561,,,0.85
CPT,141563,,,0.85
CPT,141564,,,0.85
CPT,141565,,,0.85
CPT,141567,,,0.85
CPT,141569,,,0.85
CPT,141570,,,0.85
CPT,141571,,,0.85
CPT,141572,,,0.85
CPT,141573,,,0.85
CPT,141575,,,0.85
CPT,141576,,,0.85
CPT,141577,,,0.85
CPT,141578,,,0.85
CPT,141579,,,0.85
CPT,141581,,,0.85
CPT,141586,,,0.85
CPT,141587,,,0.85
CPT,141591,,,0.85
CPT,141592,,,0.85
CPT,141595,,,0.85
CPT,141596,,,0.85
CPT,141597,,,0.85
CPT,141600,,,0.85
CPT,141601,,,0.85
CPT,141603,,,0.8
CPT,141604,,,0.8
CPT,141605,,,0.8
CPT,141606,,,0.8
CPT,141608,,,0.8
CPT,141613,,,0.81
CPT,141616,,,0.81
CPT,141617,,,0.81
CPT,141618,,,0.81
CPT,141619,,,0.81
CPT,141625,,,0.8
CPT,141644,,,
CPT,141645,,,0.8
CPT,141677,,,0.8
CPT,141678,,,0.8
CPT,141679,,,0.8
CPT,141680,,,0.8
CPT,141681,,,0.8
CPT,141754,,,
CPT,141755,,,
CPT,141756,,,
CPT,141757,,,
CPT,141758,,,
CPT,141759,,,
CPT,141760,,,
CPT,141761,,,
CPT,141762,,,
CPT,141807,,,
CPT,141808,,,
CPT,141809,,,
CPT,141810,,,
CPT,141811,,,
CPT,142136,,,0.8
CPT,142137,,,0.8
CPT,142138,,,0.8
CPT,142139,,,0.8
CPT,142217,,,
CPT,142218,,,
CPT,142219,,,
CPT,142220,,,
CPT,142221,,,
CPT,142223,,,
CPT,142262,,,
CPT,142265,,,
CPT,142267,,,
CPT,142314,,,0.8
CPT,142315,,,0.8
CPT,142334,,,0.8
CPT,142335,,,0.8
CPT,142336,,,0.8
CPT,142353,,,0.8
CPT,142398,,,0.8
CPT,142417,,,0.81
CPT,142418,,,0.8
CPT,142419,,,0.8
CPT,142420,,,0.8
CPT,142421,,,
CPT,142422,,,
CPT,142424,,,
CPT,142425,,,
CPT,142426,,,
CPT,142428,,,
CPT,142429,,,
CPT,142430,,,
CPT,142431,,,
CPT,142432,,,
CPT,142433,,,
CPT,142434,,,
CPT,142435,,,
CPT,142437,,,
CPT,142438,,,
CPT,142440,,,
CPT,142442,,,
CPT,142444,,,
CPT,142446,,,
CPT,142447,,,
CPT,142449,,,
CPT,142452,,,0.8
CPT,142453,,,0.8
CPT,142462,,,0.8
CPT,142463,,,0.8
CPT,142464,,,0.8
CPT,142466,,,0.8
CPT,142467,,,0.8
CPT,142468,,,0.8
CPT,142469,,,0.8
CPT,142470,,,0.8
CPT,142471,,,0.8
CPT,142595,,,
CPT,142637,,,
CPT,143307,,,
CPT,143311,,,
CPT,143312,,,
CPT,143313,,,
CPT,143346,,,0.8
CPT,143353,,,0.8
CPT,143367,,,0.8
CPT,143386,,,0.8
CPT,143401,,,0.8
CPT,143529,,,
CPT,143558,,,0.85
CPT,143559,,,0.85
CPT,143563,,,0.85
CPT,143565,,,0.85
CPT,143567,,,0.85
CPT,143609,,,
CPT,143611,,,
CPT,143612,,,
CPT,143615,,,
CPT,143617,,,
CPT,143618,,,
CPT,143619,,,
CPT,143620,,,
CPT,143621,,,
CPT,143622,,,
CPT,143623,,,
CPT,143624,,,
CPT,143625,,,
CPT,143630,,,
CPT,143631,,,
CPT,143745,,,
CPT,143746,,,
CPT,143824,,,
CPT,143825,,,
CPT,143826,,,
CPT,143827,,,
CPT,143828,,,
CPT,143830,,,
CPT,143831,,,
CPT,143832,,,
CPT,143834,,,
CPT,143836,,,
CPT,143837,,,
CPT,143838,,,
CPT,143839,,,
CPT,143840,,,
CPT,143985,,,
CPT,143986,,,
CPT,143987,,,
CPT,143989,,,
CPT,143990,,,
CPT,143991,,,
CPT,143992,,,
CPT,143993,,,
CPT,143994,,,
CPT,143995,,,
CPT,143996,,,
CPT,143997,,,
CPT,143998,,,
CPT,143999,,,
CPT,144000,,,
CPT,144001,,,
CPT,144002,,,
CPT,144129,,,
CPT,144134,,,
CPT,144135,,,
CPT,144136,,,
CPT,144137,,,
CPT,144138,,,
CPT,144139,,,
CPT,144382,,,
CPT,144383,,,
CPT,144384,,,
CPT,144439,,,
CPT,144440,,,
CPT,144453,,,0.805
CPT,144457,,,0.805
CPT,144505,,,0.81
CPT,144506,,,0.81
CPT,144507,,,0.81
CPT,144521,,,0.81
CPT,144522,,,0.81
CPT,144523,,,0.81
CPT,144525,,,0.81
CPT,144526,,,0.81
CPT,144540,,,0.81
CPT,144541,,,0.81
CPT,144545,,,0.81
CPT,144546,,,0.81
CPT,144564,,,
CPT,144565,,,
CPT,144566,,,
CPT,144567,,,
CPT,144580,,,0.8
CPT,144581,,,0.8
CPT,144627,,,
CPT,144628,,,
CPT,144635,,,
CPT,144641,,,
CPT,144646,,,
CPT,144647,,,
CPT,144648,,,
CPT,144666,,,0.81
CPT,144667,,,0.81
CPT,144671,,,
CPT,144672,,,
CPT,144711,,,0.85
CPT,144757,,,0.81
CPT,144758,,,0.81
CPT,144760,,,0.81
CPT,144795,,,0.81
CPT,144796,,,0.81
CPT,144799,,,
CPT,144800,,,
CPT,144801,,,0.81
CPT,144802,,,0.81
CPT,144804,,,0.81
CPT,144805,,,0.81
CPT,144806,,,0.81
CPT,144808,,,0.81
CPT,144851,,,
CPT,144853,,,
CPT,144854,,,
CPT,144855,,,
CPT,144868,,,
CPT,144869,,,
CPT,144870,,,
CPT,144873,,,0.8
CPT,144874,,,0.8
CPT,144875,,,0.8
CPT,144877,,,0.8
CPT,144878,,,0.8
CPT,144879,,,0.8
CPT,144892,,,
CPT,144893,,,
CPT,144894,,,
CPT,144895,,,
CPT,144896,,,
CPT,144897,,,
CPT,144898,,,
CPT,144899,,,
CPT,144900,,,
CPT,144901,,,
CPT,144902,,,
CPT,144923,,,0.8
CPT,144924,,,0.8
CPT,144925,,,0.8
CPT,144936,,,0.81
CPT,144939,,,0.81
CPT,144940,,,0.81
CPT,144941,,,0.81
CPT,144943,,,0.81
CPT,145065,,,0.8
CPT,145066,,,0.8
CPT,145071,,,
CPT,145072,,,
CPT,145073,,,
CPT,145074,,,
CPT,145075,,,
CPT,145139,,,0.81
CPT,145141,,,0.81
CPT,145144,,,0.81
CPT,145146,,,0.81
CPT,145148,,,0.81
CPT,145165,,,
CPT,145217,,,0.8
CPT,145218,,,0.8
CPT,145220,,,0.8
CPT,145222,,,0.8
CPT,145224,,,0.8
CPT,145225,,,0.8
CPT,145227,,,0.8
CPT,145261,,,0.8
CPT,145262,,,0.8
CPT,145263,,,0.8
CPT,145264,,,0.8
CPT,145265,,,0.8
CPT,145362,,,
CPT,145363,,,
CPT,145377,,,0.8
CPT,145378,,,0.8
CPT,145379,,,0.8
CPT,145402,,,
CPT,145403,,,
CPT,145404,,,
CPT,145434,,,
CPT,145547,,,
CPT,145556,,,
CPT,145558,,,0.81
CPT,145559,,,0.81
CPT,145562,,,
CPT,145563,,,
CPT,145598,,,
CPT,145599,,,
CPT,145613,,,0.8
CPT,145614,,,0.8
CPT,145615,,,0.8
CPT,145616,,,0.8
CPT,145617,,,0.8
CPT,145618,,,0.8
CPT,145619,,,0.8
CPT,145620,,,0.8
CPT,145622,,,0.8
CPT,145628,,,0.8
CPT,145680,,,
CPT,145681,,,
CPT,145729,,,0.8
CPT,145730,,,0.8
CPT,145732,,,0.8
CPT,145737,,,0.8
CPT,145739,,,0.8
CPT,145741,,,0.8
CPT,145743,,,0.8
CPT,145745,,,0.8
CPT,145747,,,0.8
CPT,145750,,,0.8
CPT,145751,,,0.8
CPT,145752,,,0.8
CPT,145753,,,0.8
CPT,145754,,,0.8
CPT,145755,,,0.8
CPT,145756,,,0.8
CPT,145757,,,0.8
CPT,145758,,,0.8
CPT,145759,,,0.8
CPT,145760,,,0.8
CPT,145792,,,0.8
CPT,145794,,,
CPT,145795,,,
CPT,145796,,,
CPT,145797,,,
CPT,145798,,,
CPT,145799,,,
CPT,145800,,,
CPT,145801,,,
CPT,145802,,,
CPT,145803,,,
CPT,145817,,,
CPT,145818,,,
CPT,145819,,,
CPT,145821,,,
CPT,145879,,,0.805
CPT,145891,,,0.805
CPT,145894,,,0.805
CPT,145898,,,0.805
CPT,145899,,,0.805
CPT,145900,,,0.805
CPT,145901,,,0.805
CPT,145902,,,0.805
CPT,145903,,,0.805
CPT,145904,,,0.805
CPT,145905,,,0.805
CPT,145923,,,0.8
CPT,145924,,,0.8
CPT,145925,,,0.8
CPT,145926,,,0.8
CPT,145927,,,
CPT,145928,,,
CPT,145929,,,
CPT,145930,,,
CPT,146007,,,
CPT,146008,,,0.8
CPT,146009,,,0.8
CPT,146014,,,
CPT,146015,,,
CPT,146016,,,
CPT,146018,,,
CPT,146019,,,
CPT,146020,,,
CPT,146021,,,
CPT,146022,,,
CPT,146035,,,0.79
CPT,146036,,,0.79
CPT,146037,,,0.79
CPT,146768,,,0.81
CPT,146769,,,0.81
CPT,146770,,,0.81
CPT,146773,,,
CPT,146777,,,
CPT,146831,,,
CPT,146841,,,
CPT,146856,,,
CPT,146857,,,
CPT,146858,,,
CPT,146859,,,
CPT,146860,,,
CPT,146861,,,
CPT,146862,,,
CPT,146863,,,
CPT,146864,,,
CPT,146865,,,
CPT,146866,,,
CPT,146867,,,
CPT,146868,,,
CPT,146869,,,
CPT,146870,,,
CPT,146871,,,
CPT,146873,,,
CPT,146874,,,
CPT,146875,,,
CPT,146877,,,
CPT,146878,,,
CPT,146879,,,
CPT,146880,,,
CPT,146881,,,
CPT,146911,,,
CPT,146913,,,
CPT,146916,,,
CPT,146926,,,
CPT,146928,,,
CPT,146929,,,
CPT,147005,,,
CPT,147006,,,
CPT,147007,,,
CPT,147008,,,
CPT,147009,,,0.85
CPT,147010,,,0.85
CPT,147011,,,0.85
CPT,147012,,,0.85
CPT,147013,,,0.85
CPT,147015,,,0.85
CPT,147016,,,0.85
CPT,147017,,,0.85
CPT,147018,,,0.85
CPT,147046,,,0.8
CPT,147049,,,0.8
CPT,147069,,,0.85
CPT,147088,,,
CPT,147092,,,
CPT,147094,,,
CPT,147095,,,
CPT,147122,,,
CPT,147123,,,
CPT,147139,,,0.8
CPT,147143,,,0.8
CPT,147161,,,
CPT,147165,,,0.81
CPT,147168,,,0.81
CPT,147177,,,
CPT,147178,,,
CPT,147179,,,
CPT,147180,,,
CPT,147181,,,
CPT,147192,,,0.8
CPT,147193,,,0.8
CPT,147221,,,0.8
CPT,147223,,,0.8
CPT,147225,,,0.8
CPT,147226,,,0.8
CPT,147229,,,0.8
CPT,147232,,,0.8
CPT,147292,,,
CPT,147293,,,
CPT,147315,,,0.8
CPT,147316,,,0.8
CPT,147321,,,0.8
CPT,147322,,,0.8
CPT,147323,,,0.8
CPT,147324,,,0.8
CPT,147325,,,0.8
CPT,147327,,,0.8
CPT,147329,,,0.8
CPT,147331,,,0.8
CPT,147334,,,0.8
CPT,147335,,,0.8
CPT,147336,,,0.8
CPT,147337,,,0.8
CPT,147338,,,0.8
CPT,147339,,,0.8
CPT,147340,,,0.8
CPT,147342,,,0.8
CPT,147343,,,0.8
CPT,147346,,,0.8
CPT,147347,,,0.8
CPT,147349,,,0.8
CPT,147351,,,0.8
CPT,147355,,,0.805
CPT,147372,,,
CPT,147448,,,
CPT,147449,,,
CPT,147596,,,
CPT,147598,,,
CPT,147599,,,
CPT,147602,,,0.8
CPT,147636,,,
CPT,147660,,,
CPT,147663,,,0.8
CPT,147669,,,0.8
CPT,147682,,,
CPT,147698,,,0.79
CPT,147699,,,0.79
CPT,147700,,,0.79
CPT,147701,,,0.79
CPT,147706,,,0.8
CPT,147709,,,
CPT,147710,,,
CPT,147712,,,
CPT,147713,,,
CPT,147715,,,
CPT,147716,,,
CPT,147723,,,
CPT,147724,,,
CPT,147726,,,
CPT,147727,,,
CPT,147732,,,
CPT,147733,,,
CPT,147735,,,
CPT,147736,,,
CPT,147741,,,
CPT,147742,,,
CPT,147745,,,
CPT,147746,,,
CPT,147752,,,
CPT,147753,,,
CPT,147758,,,0.81
CPT,147759,,,0.81
CPT,147762,,,
CPT,147763,,,
CPT,147766,,,0.8
CPT,147768,,,0.8
CPT,147783,,,
CPT,147791,,,0.8
CPT,147794,,,0.8
CPT,147795,,,0.8
CPT,147796,,,0.8
CPT,147798,,,
CPT,147799,,,
CPT,147806,,,0.81
CPT,147807,,,0.81
CPT,147812,,,0.79
CPT,147813,,,0.79
CPT,147814,,,0.79
CPT,147862,,,
CPT,147863,,,
CPT,147868,,,
CPT,147931,,,0.8
CPT,147984,,,0.8
CPT,147987,,,0.8
CPT,147988,,,0.75
CPT,147989,,,0.8
CPT,147990,,,0.8
CPT,147991,,,0.75
CPT,147995,,,0.75
CPT,147998,,,
CPT,147999,,,
CPT,148000,,,
CPT,148001,,,
CPT,148020,,,0.8
CPT,148021,,,0.8
CPT,148022,,,0.8
CPT,148023,,,0.8
CPT,148024,,,0.8
CPT,148025,,,0.8
CPT,148026,,,0.8
CPT,148027,,,0.8
CPT,148028,,,0.8
CPT,148029,,,0.8
CPT,148085,,,
CPT,148102,,,0.85
CPT,148103,,,0.85
CPT,148104,,,0.85
CPT,148105,,,0.85
CPT,148109,,,0.85
CPT,148111,,,0.85
CPT,148112,,,0.85
CPT,148113,,,0.85
CPT,148114,,,0.85
CPT,148117,,,
CPT,148158,,,
CPT,148159,,,
CPT,148197,,,0.79
CPT,148198,,,0.79
CPT,148199,,,0.79
CPT,148200,,,0.79
CPT,148201,,,0.79
CPT,148202,,,0.79
CPT,148897,,,
CPT,148898,,,0.8
CPT,148925,,,0.8
CPT,148926,,,0.8
CPT,148927,,,0.8
CPT,148928,,,0.8
CPT,148985,,,0.8
CPT,148986,,,0.8
CPT,148987,,,0.8
CPT,148988,,,0.8
CPT,149051,,,0.8
CPT,149052,,,0.8
CPT,149098,,,0.85
CPT,149100,,,0.85
CPT,149114,,,0.8
CPT,149115,,,0.8
CPT,149121,,,0.85
CPT,149122,,,0.85
CPT,149127,,,0.85
CPT,149128,,,0.85
CPT,149133,,,0.8
CPT,149134,,,0.8
CPT,149135,,,0.8
CPT,149136,,,0.8
CPT,149137,,,0.79
CPT,149138,,,0.79
CPT,149221,,,
CPT,149222,,,
CPT,149223,,,
CPT,149224,,,
CPT,149225,,,
CPT,149226,,,
CPT,149227,,,
CPT,149233,,,0.7935
CPT,149240,,,0.7935
CPT,149245,,,0.7935
CPT,149248,,,0.8
CPT,149250,,,
CPT,149251,,,
CPT,149270,,,
CPT,149272,,,
CPT,149326,,,0.8
CPT,149334,,,0.8
CPT,149335,,,0.8
CPT,149336,,,0.8
CPT,149337,,,0.8
CPT,149385,,,0.8
CPT,149387,,,0.8
CPT,149394,,,0.8
CPT,149395,,,0.8
CPT,149397,,,0.8
CPT,149401,,,0.8
CPT,149403,,,0.8
CPT,149404,,,0.8
CPT,149408,,,0.8
CPT,149409,,,0.8
CPT,149411,,,0.8
CPT,149412,,,0.8
CPT,149414,,,0.8
CPT,149416,,,0.8
CPT,149418,,,0.8
CPT,149419,,,0.81
CPT,149488,,,0.7935
CPT,149549,,,0.81
CPT,149550,,,0.81
CPT,149555,,,0.81
CPT,149557,,,0.81
CPT,149641,,,
CPT,149648,,,
CPT,149650,,,
CPT,149774,,,
CPT,149775,,,
CPT,149776,,,
CPT,149777,,,
CPT,149918,,,
CPT,149941,,,
CPT,149942,,,
CPT,149943,,,
CPT,149944,,,
CPT,149945,,,
CPT,149946,,,
CPT,149947,,,
CPT,149948,,,
CPT,149949,,,
CPT,149950,,,
CPT,149951,,,
